show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	SEP	SEP	 yeah, I'm going to put it back in the side with the trunk of my rice all the way shotty gotta get to my side Charlie went to my little sad	 She wanted to look at me	 Like I might I'm wearing red my blue moon called my thing that you want to give to myself
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	SEP	 yeah, I'm going to put it back in the side with the trunk of my rice all the way shotty gotta get to my side Charlie went to my little sad	 She wanted to look at me	 Like I might I'm wearing red my blue moon called my thing that you want to give to myself	 So I am I read but I think I'ma go but you think I'm a blow but I think I'm a toast toast in the back pull away track
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 yeah, I'm going to put it back in the side with the trunk of my rice all the way shotty gotta get to my side Charlie went to my little sad	 She wanted to look at me	 Like I might I'm wearing red my blue moon called my thing that you want to give to myself	 So I am I read but I think I'ma go but you think I'm a blow but I think I'm a toast toast in the back pull away track	 I am tracking with knowing a back
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 She wanted to look at me	 Like I might I'm wearing red my blue moon called my thing that you want to give to myself	 So I am I read but I think I'ma go but you think I'm a blow but I think I'm a toast toast in the back pull away track	 I am tracking with knowing a back	 I'm here on my armor cap
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Like I might I'm wearing red my blue moon called my thing that you want to give to myself	 So I am I read but I think I'ma go but you think I'm a blow but I think I'm a toast toast in the back pull away track	 I am tracking with knowing a back	 I'm here on my armor cap	 I ain't got no drippity drip put away
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 So I am I read but I think I'ma go but you think I'm a blow but I think I'm a toast toast in the back pull away track	 I am tracking with knowing a back	 I'm here on my armor cap	 I ain't got no drippity drip put away	 I got to give my wrist in Tech
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I am tracking with knowing a back	 I'm here on my armor cap	 I ain't got no drippity drip put away	 I got to give my wrist in Tech	 Kristin take a little bitch, you fucking all my fucking dick
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I'm here on my armor cap	 I ain't got no drippity drip put away	 I got to give my wrist in Tech	 Kristin take a little bitch, you fucking all my fucking dick	 I was attacked with a mixed tag with the triple jab with a Crip
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I ain't got no drippity drip put away	 I got to give my wrist in Tech	 Kristin take a little bitch, you fucking all my fucking dick	 I was attacked with a mixed tag with the triple jab with a Crip	 I ain't gonna wait for No slamming no bitch heart away
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I got to give my wrist in Tech	 Kristin take a little bitch, you fucking all my fucking dick	 I was attacked with a mixed tag with the triple jab with a Crip	 I ain't gonna wait for No slamming no bitch heart away	 Now shorty think I'm on the Sun but you bring me some cash and I'll bring you some last shit
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Kristin take a little bitch, you fucking all my fucking dick	 I was attacked with a mixed tag with the triple jab with a Crip	 I ain't gonna wait for No slamming no bitch heart away	 Now shorty think I'm on the Sun but you bring me some cash and I'll bring you some last shit	 I'm gonna lash out like holdaway know when I pass out my pass out with a back out
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I was attacked with a mixed tag with the triple jab with a Crip	 I ain't gonna wait for No slamming no bitch heart away	 Now shorty think I'm on the Sun but you bring me some cash and I'll bring you some last shit	 I'm gonna lash out like holdaway know when I pass out my pass out with a back out	 I ain't gonna get slapped on my slap you at bit
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I ain't gonna wait for No slamming no bitch heart away	 Now shorty think I'm on the Sun but you bring me some cash and I'll bring you some last shit	 I'm gonna lash out like holdaway know when I pass out my pass out with a back out	 I ain't gonna get slapped on my slap you at bit	 Shit want to suck my dick hold it away now Shawty you just playing my Clips
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Now shorty think I'm on the Sun but you bring me some cash and I'll bring you some last shit	 I'm gonna lash out like holdaway know when I pass out my pass out with a back out	 I ain't gonna get slapped on my slap you at bit	 Shit want to suck my dick hold it away now Shawty you just playing my Clips	 Are you I cannot get it already get to my fucking sorry like Mari
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I'm gonna lash out like holdaway know when I pass out my pass out with a back out	 I ain't gonna get slapped on my slap you at bit	 Shit want to suck my dick hold it away now Shawty you just playing my Clips	 Are you I cannot get it already get to my fucking sorry like Mari	 I ain't got Paris Paris
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I ain't gonna get slapped on my slap you at bit	 Shit want to suck my dick hold it away now Shawty you just playing my Clips	 Are you I cannot get it already get to my fucking sorry like Mari	 I ain't got Paris Paris	 I ain't got time for the sorry
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Shit want to suck my dick hold it away now Shawty you just playing my Clips	 Are you I cannot get it already get to my fucking sorry like Mari	 I ain't got Paris Paris	 I ain't got time for the sorry	 Yeah, she ain't gonna wait for the Atari
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Are you I cannot get it already get to my fucking sorry like Mari	 I ain't got Paris Paris	 I ain't got time for the sorry	 Yeah, she ain't gonna wait for the Atari	 I ain't gonna wait for the Mauri Mauri on me, but I think I'm at re popping the Glock Holloway Shawty wanna get to my neck wait till I get to the top, which will I see my little drop although and now shorty drop I cannot get through the glass
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I ain't got Paris Paris	 I ain't got time for the sorry	 Yeah, she ain't gonna wait for the Atari	 I ain't gonna wait for the Mauri Mauri on me, but I think I'm at re popping the Glock Holloway Shawty wanna get to my neck wait till I get to the top, which will I see my little drop although and now shorty drop I cannot get through the glass	 Like Jordan and I think imma show you and I can never see the way you blow you I'm a shoot-'em-up all away now gluing them up right and blue
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I ain't got time for the sorry	 Yeah, she ain't gonna wait for the Atari	 I ain't gonna wait for the Mauri Mauri on me, but I think I'm at re popping the Glock Holloway Shawty wanna get to my neck wait till I get to the top, which will I see my little drop although and now shorty drop I cannot get through the glass	 Like Jordan and I think imma show you and I can never see the way you blow you I'm a shoot-'em-up all away now gluing them up right and blue	 I ain't got no food flew on my little coming to to enroll three in a row
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Yeah, she ain't gonna wait for the Atari	 I ain't gonna wait for the Mauri Mauri on me, but I think I'm at re popping the Glock Holloway Shawty wanna get to my neck wait till I get to the top, which will I see my little drop although and now shorty drop I cannot get through the glass	 Like Jordan and I think imma show you and I can never see the way you blow you I'm a shoot-'em-up all away now gluing them up right and blue	 I ain't got no food flew on my little coming to to enroll three in a row	 What's up blow it till I blow until I get to the floor
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I ain't gonna wait for the Mauri Mauri on me, but I think I'm at re popping the Glock Holloway Shawty wanna get to my neck wait till I get to the top, which will I see my little drop although and now shorty drop I cannot get through the glass	 Like Jordan and I think imma show you and I can never see the way you blow you I'm a shoot-'em-up all away now gluing them up right and blue	 I ain't got no food flew on my little coming to to enroll three in a row	 What's up blow it till I blow until I get to the floor	 Wait shouting on days where you don't shutting I'm basic
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Like Jordan and I think imma show you and I can never see the way you blow you I'm a shoot-'em-up all away now gluing them up right and blue	 I ain't got no food flew on my little coming to to enroll three in a row	 What's up blow it till I blow until I get to the floor	 Wait shouting on days where you don't shutting I'm basic	 I'm gonna basically got bit
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I ain't got no food flew on my little coming to to enroll three in a row	 What's up blow it till I blow until I get to the floor	 Wait shouting on days where you don't shutting I'm basic	 I'm gonna basically got bit	 Eh, eh, she cannot suck on my dick
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 What's up blow it till I blow until I get to the floor	 Wait shouting on days where you don't shutting I'm basic	 I'm gonna basically got bit	 Eh, eh, she cannot suck on my dick	 Hey, I'ma pull up and over REI
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Wait shouting on days where you don't shutting I'm basic	 I'm gonna basically got bit	 Eh, eh, she cannot suck on my dick	 Hey, I'ma pull up and over REI	 She cannot come to the party a I'ma get to the Laurier
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I'm gonna basically got bit	 Eh, eh, she cannot suck on my dick	 Hey, I'ma pull up and over REI	 She cannot come to the party a I'ma get to the Laurier	 I cannot fucking my mommy a herd away naturally ride and hey, I cannot get to the party
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Eh, eh, she cannot suck on my dick	 Hey, I'ma pull up and over REI	 She cannot come to the party a I'ma get to the Laurier	 I cannot fucking my mommy a herd away naturally ride and hey, I cannot get to the party	 Hey, she's want to get to my lap laughter mob dance all the way trapping
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Hey, I'ma pull up and over REI	 She cannot come to the party a I'ma get to the Laurier	 I cannot fucking my mommy a herd away naturally ride and hey, I cannot get to the party	 Hey, she's want to get to my lap laughter mob dance all the way trapping	 But if I can I can tap and I'm blue Faith baby like you wanna cash in and cash, you know, but she cannot get to happen, but I think I'm rapping but I cannot flap a little wish I want to get to my sleep and I stopped at the game, but she cannot get tapped
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 She cannot come to the party a I'ma get to the Laurier	 I cannot fucking my mommy a herd away naturally ride and hey, I cannot get to the party	 Hey, she's want to get to my lap laughter mob dance all the way trapping	 But if I can I can tap and I'm blue Faith baby like you wanna cash in and cash, you know, but she cannot get to happen, but I think I'm rapping but I cannot flap a little wish I want to get to my sleep and I stopped at the game, but she cannot get tapped	 Let's help with the blood enough to condemn play what do we now try to think I'm a dud I'm gonna get to the thug life and I think I'm running away running away with the laughing at a Pity to be tough like a laffy taffy kept feel a fjord away
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I cannot fucking my mommy a herd away naturally ride and hey, I cannot get to the party	 Hey, she's want to get to my lap laughter mob dance all the way trapping	 But if I can I can tap and I'm blue Faith baby like you wanna cash in and cash, you know, but she cannot get to happen, but I think I'm rapping but I cannot flap a little wish I want to get to my sleep and I stopped at the game, but she cannot get tapped	 Let's help with the blood enough to condemn play what do we now try to think I'm a dud I'm gonna get to the thug life and I think I'm running away running away with the laughing at a Pity to be tough like a laffy taffy kept feel a fjord away	 Laughs he hold up wait, I gotta Laffy Taffy
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Hey, she's want to get to my lap laughter mob dance all the way trapping	 But if I can I can tap and I'm blue Faith baby like you wanna cash in and cash, you know, but she cannot get to happen, but I think I'm rapping but I cannot flap a little wish I want to get to my sleep and I stopped at the game, but she cannot get tapped	 Let's help with the blood enough to condemn play what do we now try to think I'm a dud I'm gonna get to the thug life and I think I'm running away running away with the laughing at a Pity to be tough like a laffy taffy kept feel a fjord away	 Laughs he hold up wait, I gotta Laffy Taffy	 She ain't got no time for me, but she got time for everybody else
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 But if I can I can tap and I'm blue Faith baby like you wanna cash in and cash, you know, but she cannot get to happen, but I think I'm rapping but I cannot flap a little wish I want to get to my sleep and I stopped at the game, but she cannot get tapped	 Let's help with the blood enough to condemn play what do we now try to think I'm a dud I'm gonna get to the thug life and I think I'm running away running away with the laughing at a Pity to be tough like a laffy taffy kept feel a fjord away	 Laughs he hold up wait, I gotta Laffy Taffy	 She ain't got no time for me, but she got time for everybody else	 Best best I got the bag of my shotty Hollow and I come on up Paris
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Let's help with the blood enough to condemn play what do we now try to think I'm a dud I'm gonna get to the thug life and I think I'm running away running away with the laughing at a Pity to be tough like a laffy taffy kept feel a fjord away	 Laughs he hold up wait, I gotta Laffy Taffy	 She ain't got no time for me, but she got time for everybody else	 Best best I got the bag of my shotty Hollow and I come on up Paris	 I cannot fuck with the mark
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Laughs he hold up wait, I gotta Laffy Taffy	 She ain't got no time for me, but she got time for everybody else	 Best best I got the bag of my shotty Hollow and I come on up Paris	 I cannot fuck with the mark	 I cannot get to my party
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 She ain't got no time for me, but she got time for everybody else	 Best best I got the bag of my shotty Hollow and I come on up Paris	 I cannot fuck with the mark	 I cannot get to my party	 I can put the Dottie Dottie
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 Best best I got the bag of my shotty Hollow and I come on up Paris	 I cannot fuck with the mark	 I cannot get to my party	 I can put the Dottie Dottie	 I thought she's a little bot hotoae not Shawty wanna suck on my cock
show_0rEzHBbqtuqgP4zEmKzqIH	1vQEPaGpic4rvaVGf3B9P6	 I cannot fuck with the mark	 I cannot get to my party	 I can put the Dottie Dottie	 I thought she's a little bot hotoae not Shawty wanna suck on my cock	 It's an emoji Cinderella eggplant the fuck that mean, holy what bitch you don't know how I'd blow no want to goes
